;bid;Name;area;free_walls;floors;use;type;year;lat;lon;dist2hp
288;299;B299;35.406251320066765;4;3.0;3;2;1.0;-337246.6034013334;9107.786204476553;0
289;300;B300;22.525348302862962;3;3.0;3;2;1.0;-337151.91724146943;8954.533710016016;0
290;301;B301;90.44158649012695;4;3.0;3;2;1.0;-337187.05510048533;8979.094361700316;0
291;302;B302;20.821048286012385;4;3.0;3;2;1.0;-337230.2881800224;8616.493093762356;0
292;303;B303;107.0105077012556;4;3.0;3;2;1.0;-337083.6676716091;9089.154467928392;0
293;304;B304;42.85049318603829;3;3.0;3;2;1.0;-337030.64759842306;9116.633858082318;0
294;305;B305;58.852722755844425;3;3.0;3;2;1.0;-337140.68665489857;9063.025941257252;0
295;306;B306;20.58826370775772;4;3.0;3;2;1.0;-337253.1612262049;8727.944655785323;0
296;307;B307;164.28355786720346;4;3.0;3;2;1.0;-337039.8612958558;9012.046092500477;0
297;308;B308;79.11562177015155;4;3.0;3;2;1.0;-337130.6217380897;9262.046325103733;0
298;309;B309;139.06303294487034;4;3.0;3;2;1.0;-337084.52381035435;8957.812848566271;0
299;310;B310;81.31144278982948;4;3.0;3;2;1.0;-337041.13904841023;8988.793495939877;0
300;311;B311;136.26747932188607;4;3.0;3;2;1.0;-337253.4425748651;8714.637360990986;0
301;312;B312;143.06693135816704;4;3.0;3;2;1.0;-336982.47845869174;9083.40377865334;0
302;313;B313;63.1191103474068;4;3.0;3;2;1.0;-336989.82646855945;8874.90376375125;0
303;314;B314;138.3368442879015;4;3.0;3;2;1.0;-337219.5819151243;8928.051272071683;0
304;315;B315;45.44031064370587;3;3.0;3;2;1.0;-337146.11436072586;9008.530302475598;0
305;316;B316;317.2707937118243;4;3.0;3;2;1.0;-337134.9110606203;8902.80044399331;0
306;317;B317;128.09747316621656;4;3.0;3;2;1.0;-337005.80285098683;9071.630266180078;0
307;318;B318;326.49088084431725;3;3.0;3;2;1.0;-337107.06206511223;8974.50325409029;0
308;319;B319;17.86807178443782;4;3.0;3;2;1.0;-337209.74007872184;8736.309748717496;0
309;320;B320;36.420649045335814;2;3.0;3;2;1.0;-337124.6438311529;8763.612804308987;0
310;321;B321;272.6654996071906;3;3.0;3;2;1.0;-337001.82922554505;8970.535482282838;0
311;322;B322;15.115316224490384;4;3.0;3;2;1.0;-337232.77266274375;9102.419831410707;0
312;323;B323;85.86538860564193;4;3.0;3;2;1.0;-337066.2507123984;9049.272876595629;0
313;324;B324;28.10697904082369;4;3.0;3;2;1.0;-337218.9426243807;8773.445929356307;0
314;325;B325;28.475483029142573;4;3.0;3;2;1.0;-337207.0230515965;8712.24191561608;0
315;326;B326;58.65319035022467;4;3.0;3;2;1.0;-337024.8085640052;9044.62647724715;0
316;327;B327;27.458718006260973;3;3.0;3;2;1.0;-337099.99656132393;9089.238381828485;0
317;328;B328;101.62144580518027;4;3.0;3;2;1.0;-337266.0494629491;9054.820922510662;0
318;329;B329;213.68145918988776;3;3.0;3;2;1.0;-337147.6266815285;8721.538860148332;0
319;330;B330;30.90103325263894;4;3.0;3;2;1.0;-337122.1388940659;8998.468848172179;0
320;331;B331;115.7141217900413;4;3.0;3;2;1.0;-337035.17746842623;8892.785995643908;0
321;332;B332;82.42234636509568;4;3.0;3;2;1.0;-337271.37597545993;8824.120436589652;0
322;333;B333;113.07272259935912;3;3.0;3;2;1.0;-337130.18601353257;8958.433728636288;0
323;334;B334;14.966123889820928;4;3.0;3;2;1.0;-337185.90067851526;8966.931130367635;0
324;335;B335;37.532358021831314;4;3.0;3;2;1.0;-336995.5546963469;9062.918232141945;0
325;336;B336;551.3282497303081;4;3.0;3;2;1.0;-337112.21694168064;8818.771474474952;0
326;337;B337;91.29734813663849;3;3.0;3;2;1.0;-337227.0489097999;8775.545642654059;0
327;338;B338;570.3248538548329;4;3.0;3;2;1.0;-337226.97264344676;8961.758304754629;0
328;339;B339;71.7724053196478;3;3.0;3;2;1.0;-337107.48766346544;8963.495228591752;0
329;340;B340;194.99809901528727;4;3.0;3;2;1.0;-337182.96282119385;8935.83816441698;0
330;341;B341;290.2906732375117;4;3.0;3;2;1.0;-337219.39204680716;9048.534656513008;0
331;342;B342;113.76531847486459;4;3.0;3;2;1.0;-337263.3060759021;9085.101990596137;0
332;343;B343;22.267038340587053;4;3.0;3;2;1.0;-337076.26667493716;9044.511609724736;0
333;344;B344;83.82305460655556;4;3.0;3;2;1.0;-337173.07761963265;8990.580046590763;0
334;345;B345;147.17351289609587;4;3.0;3;2;1.0;-337255.28744694486;8800.946301736138;0
335;346;B346;39.772813447729156;4;3.0;3;2;1.0;-337220.3817451177;8757.98753708252;0
336;347;B347;39.45226326913806;3;3.0;3;2;1.0;-337071.8982599899;9100.017875360914;0
337;348;B348;25.280693809057563;4;3.0;3;2;1.0;-337235.741765041;9068.854892508205;0
338;349;B349;17.819690452948702;4;3.0;3;2;1.0;-337229.84801678074;8818.823082414661;0
339;350;B350;38.91249663559875;3;3.0;3;2;1.0;-337245.28920936753;8685.717292233368;0
340;351;B351;109.4547990404054;3;3.0;3;2;1.0;-337114.5266904801;8985.484729106172;0
341;352;B352;62.48844928205589;4;3.0;3;2;1.0;-337254.64788526687;8921.972005561733;0
342;353;B353;280.18980228846357;4;3.0;3;2;1.0;-337001.50815314613;8997.254807398313;0
343;354;B354;135.0405779321132;3;3.0;3;2;1.0;-336994.96363379183;9044.828448165827;0
344;355;B355;82.92805759592281;4;3.0;3;2;1.0;-337280.33347112284;9080.135256600654;0
345;356;B356;120.33180319241403;3;3.0;3;2;1.0;-337194.7502447421;9017.227604670836;0
346;357;B357;48.27228667126326;4;3.0;3;2;1.0;-337055.3898820637;9009.201891107572;0
347;358;B358;170.23368687154985;4;3.0;3;2;1.0;-337210.4788281375;8677.534837640422;0
348;359;B359;43.8060582091127;4;3.0;3;2;1.0;-337251.8164001981;8723.219294487364;0
349;360;B360;126.18986870883366;4;3.0;3;2;1.0;-337037.1915284651;9108.40901566976;0
350;361;B361;109.06199370692602;4;3.0;3;2;1.0;-337063.49968102743;9022.386625850359;0
351;362;B362;25.376076767660795;3;3.0;3;2;1.0;-337079.42623649904;9102.854090515204;0
352;363;B363;176.3809989346529;3;3.0;3;2;1.0;-337094.3160738984;8910.71800166121;0
353;364;B364;7.117460265484607;4;3.0;3;2;1.0;-337145.82985381776;9030.156821169001;0
354;365;B365;127.07826365703656;4;3.0;3;2;1.0;-337059.2098373598;9100.075524285441;0
355;366;B366;78.91489670917841;4;3.0;3;2;1.0;-337234.6425501696;8807.181785301584;0
356;367;B367;66.64693985752032;4;3.0;3;2;1.0;-337074.94307106425;8976.987921578311;0
357;368;B368;47.44279588751522;4;3.0;3;2;1.0;-337085.654531874;8719.947757133537;0
358;369;B369;228.34761309604045;4;3.0;3;2;1.0;-337247.49224136106;8669.173216225661;0
359;370;B370;99.35252484271973;4;3.0;3;2;1.0;-337077.85105593037;8826.58593464622;0
360;371;B371;123.06279097863572;4;3.0;3;2;1.0;-337249.449009909;8691.927122645151;0
361;372;B372;25.48348513187883;4;3.0;3;2;1.0;-337163.80493887106;9117.84162952927;0
362;373;B373;108.34677432431941;4;3.0;3;2;1.0;-337087.0700141886;8711.28303419555;0
363;374;B374;53.94204114616839;4;3.0;3;2;1.0;-337045.25289376697;8969.089815017262;0
364;375;B375;145.34792966376418;4;3.0;3;2;1.0;-337099.68053700705;8777.670772175992;0
365;376;B376;50.326035003101474;3;3.0;3;2;1.0;-337104.41510693677;9096.972991207302;0
366;377;B377;780.2739222555468;4;3.0;3;2;1.0;-337183.4624379454;8883.590279587022;0
367;378;B378;77.79735068228445;4;3.0;3;2;1.0;-337202.61670864996;8667.481927593457;0
368;379;B379;123.38170344612152;4;3.0;3;2;1.0;-337011.2416655713;9117.594445407687;0
369;380;B380;52.54800754346784;4;3.0;3;2;1.0;-337242.1624538263;8956.361843189245;0
370;381;B381;104.40569834943203;4;3.0;3;2;1.0;-337212.43951144675;8698.887669455054;0
371;382;B382;104.46930466241315;4;3.0;3;2;1.0;-337216.74524158105;8706.822433850217;0
372;383;B383;197.70740827202084;4;3.0;3;2;1.0;-337130.5633861005;8781.283463314643;0
373;384;B384;25.467311956653038;4;3.0;3;2;1.0;-337014.458554534;9002.616432499752;0
374;385;B385;9.11830529866613;4;3.0;3;2;1.0;-337110.27137389564;9016.908919975185;0
375;386;B386;57.38769494172465;4;3.0;3;2;1.0;-337096.97157762485;8787.316642373262;0
376;387;B387;129.59358830761622;4;3.0;3;2;1.0;-337091.9228066088;8744.69232004969;0
377;388;B388;106.88604387427095;3;3.0;3;2;1.0;-337050.7153691541;8934.966264354729;0
378;389;B389;40.384342024224324;3;3.0;3;2;1.0;-337070.4774678973;9026.502050666477;0
379;390;B390;25.67290569734625;3;3.0;3;2;1.0;-337073.8820949612;9105.079865101909;0
380;391;B391;15.609785780716575;4;3.0;3;2;1.0;-337093.5629675681;9073.938595683576;0
381;392;B392;415.3900485122198;4;3.0;3;2;1.0;-337194.8781304673;9000.799276054353;0
382;393;B393;125.4055648652047;4;3.0;3;2;1.0;-337264.33705134515;8923.628931253808;0
383;394;B394;40.928867755056956;4;3.0;3;2;1.0;-337255.03950750054;8760.94887937942;0
384;395;B395;59.75813727540322;4;3.0;3;2;1.0;-337166.17328096577;8868.87459203638;0
385;396;B396;83.4082813528714;4;3.0;3;2;1.0;-337160.3182850068;9054.088477478042;0
386;397;B397;111.08913942520638;4;3.0;3;2;1.0;-337098.79548366804;8881.456600732225;0
387;398;B398;120.71789858465519;4;3.0;3;2;1.0;-337127.4211632295;8939.4371486939;0
388;456;B456;98.82023268228723;3;3.0;3;2;1.0;-336603.7558209527;9147.022323650392;0
389;399;B399;194.84552489113713;4;3.0;3;2;1.0;-337032.2500744687;8962.67323601825;0
390;400;B400;135.7221951911636;4;3.0;3;2;1.0;-337250.3512915921;8950.309858914865;0
391;401;B401;133.33040816883315;3;3.0;3;2;1.0;-337012.704245996;8966.390407001825;0
392;402;B402;28.944409448817307;4;3.0;3;2;1.0;-337150.04895907856;9056.34585920884;0
393;403;B403;119.25427185894668;4;3.0;3;2;1.0;-337267.3924590569;8841.08107661087;0
394;404;B404;44.890542515242124;2;3.0;3;2;1.0;-337077.8962879887;9097.645934350448;0
395;405;B405;10.206651644223872;4;3.0;3;2;1.0;-337026.82182390505;9123.12008252647;0
396;406;B406;17.975296652613906;4;3.0;3;2;1.0;-337217.202990499;8753.8230078294;0
397;407;B407;61.36598218698108;4;3.0;3;2;1.0;-337254.81137524906;9036.160382784981;0
398;408;B408;97.98474233871633;4;3.0;3;2;1.0;-336985.01075176045;8925.528999573473;0
399;409;B409;135.32386423564404;3;3.0;3;2;1.0;-337012.5892282486;8937.57012884682;0
400;410;B410;37.724968402578774;3;3.0;3;2;1.0;-336987.21260902105;9047.700495399748;0
401;411;B411;32.645957694983686;4;3.0;3;2;1.0;-337126.47872067144;8799.766100321005;0
402;412;B412;373.185268536858;4;3.0;3;2;1.0;-337232.8385618219;9008.099872355573;0
403;413;B413;79.37175902280984;3;3.0;3;2;1.0;-337144.98449575587;8937.024555847009;0
404;414;B414;112.44554274738059;4;3.0;3;2;1.0;-337088.416773678;8854.677155186131;0
405;415;B415;40.270173854955345;4;3.0;3;2;1.0;-337072.53989165125;8961.982443138706;0
406;416;B416;138.89871704413878;3;3.0;3;2;1.0;-337134.237461044;8916.358426476496;0
407;417;B417;24.304761793858898;4;3.0;3;2;1.0;-337090.6686241626;8971.966334973516;0
408;418;B418;164.04517689564602;3;3.0;3;2;1.0;-337019.85334994347;8945.725334098825;0
409;419;B419;90.50775828986724;3;3.0;3;2;1.0;-337113.7575364562;8836.325483502736;0
410;420;B420;196.96233406241828;3;3.0;3;2;1.0;-337113.8094025368;8873.609823075862;0
411;421;B421;187.23642694092817;3;3.0;3;2;1.0;-337197.33969269047;8892.237601028812;0
412;422;B422;91.7654196420441;3;3.0;3;2;1.0;-337219.7889642631;8737.653318507082;0
413;423;B423;85.97761206495353;4;3.0;3;2;1.0;-337114.3770826201;9006.68160690299;0
414;424;B424;18.717256698852193;4;3.0;3;2;1.0;-337204.27524763916;8691.84454199423;0
415;425;B425;34.847045310411886;4;3.0;3;2;1.0;-337148.2790700242;8811.940903301573;0
416;426;B426;47.57319674314646;4;3.0;3;2;1.0;-337130.26264849707;8708.24670947297;0
417;427;B427;43.52380797108944;4;3.0;3;2;1.0;-337038.4559806009;9049.553858383495;0
418;428;B428;95.73032935217945;4;3.0;3;2;1.0;-337031.1429692136;8980.51261464052;0
419;429;B429;54.968879231989725;4;3.0;3;2;1.0;-337177.8851869681;8973.597515871052;0
420;430;B430;143.1361508737514;3;3.0;3;2;1.0;-337092.20852171694;9033.626099804875;0
421;431;B431;127.24986017357384;4;3.0;3;2;1.0;-337107.03365779464;9081.046669815572;0
422;432;B432;33.82766038305974;3;3.0;3;2;1.0;-337032.70727940055;9121.737215883051;0
423;433;B433;45.41779063072893;3;3.0;3;2;1.0;-337241.2969757242;8659.672282019435;0
424;434;B434;22.804776204144513;4;3.0;3;2;1.0;-337094.40535957325;8984.01141071669;0
425;435;B435;9.886092631573984;2;3.0;3;2;1.0;-337147.57255493704;9282.922513997228;0
426;466;B466;36.58996387903162;3;3.0;3;2;1.0;-336599.4613927887;9161.061242334948;0
427;436;B436;404.652121196168;4;3.0;3;2;1.0;-337094.28215629683;9016.662001765286;0
428;437;B437;27.445823408903827;4;3.0;3;2;1.0;-336518.7908115647;9116.464434317264;0
429;438;B438;9.670922430965085;3;3.0;3;2;1.0;-336603.67318013986;8972.395120147561;0
430;439;B439;27.52575897918903;4;3.0;3;2;1.0;-336523.61779858265;9089.63621199491;0
431;440;B440;227.26279252435813;4;3.0;3;2;1.0;-336598.30863030563;8978.679061720035;0
432;441;B441;53.26816163396832;4;3.0;3;2;1.0;-336559.0103660755;9124.768555895964;0
433;442;B442;190.37944622973185;4;3.0;3;2;1.0;-336561.18877576606;9113.622637837994;0
434;443;B443;17.09311346178931;4;3.0;3;2;1.0;-336615.1894334934;8993.432788849112;0
435;444;B444;43.120735568929646;4;3.0;3;2;1.0;-336632.73005072254;9140.864470797027;0
436;445;B445;19.164251107660053;4;3.0;3;2;1.0;-336522.7710908369;9244.425532599107;0
437;446;B446;40.40283165260334;4;3.0;3;2;1.0;-336555.5867634657;9192.256492078448;0
438;447;B447;39.492317610128545;3;3.0;3;2;1.0;-336580.4968354488;9027.931212378327;0
439;448;B448;9.976143242787225;2;3.0;3;2;1.0;-336550.1381435958;9197.431935884191;0
440;449;B449;79.94374722329131;3;3.0;3;2;1.0;-336515.26217659534;9025.133347551333;0
441;450;B450;14.607577961710241;3;3.0;3;2;1.0;-336618.5608043697;9237.005582227352;0
442;451;B451;29.243954955163368;3;3.0;3;2;1.0;-336610.12069612404;9197.85860571234;0
443;452;B452;25.82526586281676;3;3.0;3;2;1.0;-336583.5977700424;9257.644263936005;0
444;453;B453;121.99417568194426;3;3.0;3;2;1.0;-336624.0360784705;9231.203716718348;0
445;454;B454;313.94011044132696;4;3.0;3;2;1.0;-336559.8411007717;9159.63631432776;0
446;455;B455;1431.0601128960582;4;3.0;3;2;1.0;-336558.48940307344;9038.26412785886;0
447;457;B457;16.670074416607733;4;3.0;3;2;1.0;-336496.80495221395;9220.247882591635;0
448;458;B458;64.397759769287;4;3.0;3;2;1.0;-336504.8508823474;9133.344093068446;0
449;459;B459;86.08351036193173;4;3.0;3;2;1.0;-336624.41592072457;9029.771312761086;0
450;460;B460;91.12941999438131;3;3.0;3;2;1.0;-336597.76494800136;9216.372976193063;0
451;461;B461;76.19455587616508;4;3.0;3;2;1.0;-336593.3623996565;9229.487342581035;0
452;462;B462;12.029718304112581;3;3.0;3;2;1.0;-336625.2769190437;9238.54568187098;0
453;463;B463;112.56566153281372;4;3.0;3;2;1.0;-336503.5183048762;9104.189949743211;0
454;464;B464;14.878996887337923;4;3.0;3;2;1.0;-336533.55233224476;9212.51503541124;0
455;465;B465;27.531413412847584;3;3.0;3;2;1.0;-336552.9223547081;9203.149643531264;0
456;467;B467;408.8378721013103;4;3.0;3;2;1.0;-336605.4919633474;9129.527321830195;0
457;468;B468;57.721720293520534;3;3.0;3;2;1.0;-336594.38063516555;9161.686148206321;0
458;469;B469;44.30682076653679;4;3.0;3;2;1.0;-336602.5798904688;9170.321499197818;0
459;470;B470;105.79017614815112;4;3.0;3;2;1.0;-336606.91859653377;9249.279503334708;0
460;471;B471;20.745248491231145;4;3.0;3;2;1.0;-336596.6000845913;9061.850970888378;0
461;472;B472;113.22717578335471;3;3.0;3;2;1.0;-336509.5590468297;9274.309249194434;0
462;473;B473;477.15878768496253;4;3.0;3;2;1.0;-336508.74195843295;9258.906397829964;0
463;474;B474;59.29352844954265;4;3.0;3;2;1.0;-336498.36754028645;9113.468983059907;0
464;475;B475;64.84334601202806;4;3.0;3;2;1.0;-336509.5498186947;9231.228996129088;0
465;476;B476;77.2120539196281;4;3.0;3;2;1.0;-336523.23897397396;9235.989991261746;0
466;477;B477;104.30507469781008;3;3.0;3;2;1.0;-336558.11072877236;9198.781693817326;0
467;478;B478;47.77328611094106;3;3.0;3;2;1.0;-336587.0417516275;9233.078705328562;0
468;479;B479;73.03973153117741;4;3.0;3;2;1.0;-336624.3095650795;9164.067758165713;0
469;480;B480;581.2128293149005;4;3.0;3;2;1.0;-336591.5256491281;9205.139087785661;0
470;481;B481;107.52917317980578;4;3.0;3;2;1.0;-336509.1145217104;9142.762862717025;0
471;482;B482;62.01386579840204;3;3.0;3;2;1.0;-336547.87671130296;9254.117203912556;0
472;483;B483;115.46068570354647;4;3.0;3;2;1.0;-336566.8953506603;9277.764341606939;0
473;484;B484;41.08152254853222;4;3.0;3;2;1.0;-336631.1216903056;9218.204687625563;0
474;485;B485;586.7681018488033;4;3.0;3;2;1.0;-336542.04655888374;9237.865217073975;0
475;486;B486;18.04262173970847;4;3.0;3;2;1.0;-336623.3383248563;9257.323537594631;0
476;487;B487;55.13402154408382;4;3.0;3;2;1.0;-336622.4651564431;9155.302389332885;0
477;488;B488;130.959004335172;4;3.0;3;2;1.0;-336549.66240727506;9208.147128717115;0
478;489;B489;28.188988996838262;3;3.0;3;2;1.0;-336602.48707713006;9255.648334542417;0
479;490;B490;96.51490238974148;4;3.0;3;2;1.0;-336495.11475109664;9026.663655144386;0
480;491;B491;30.916340297816294;4;3.0;3;2;1.0;-336579.8746495298;9189.335732715768;0
481;492;B492;283.73100655466334;4;3.0;3;2;1.0;-336524.6732870848;9030.073498320065;0
482;493;B493;68.91457509214153;4;3.0;3;2;1.0;-336594.2683148371;9067.83897339327;0
483;494;B494;102.83815298548896;3;3.0;3;2;1.0;-336566.7757270065;9067.564762921478;0
484;495;B495;35.288899669398425;4;3.0;3;2;1.0;-336515.08177393797;9228.448317379696;0
485;555;B555;5.920204476912403;4;3.0;3;2;1.0;-336950.7182485409;8791.48426851123;0
486;496;B496;46.14138761369588;4;3.0;3;2;1.0;-336529.8593523122;9125.993984676845;0
487;497;B497;109.22736582377382;3;3.0;3;2;1.0;-336582.15952659986;9113.041731297082;0
488;498;B498;17.097009225914377;4;3.0;3;2;1.0;-336634.8338434401;9153.850341186408;0
489;499;B499;119.68939787183356;4;3.0;3;2;1.0;-336536.8345154535;9133.48835840121;0
490;500;B500;462.451380013421;4;3.0;3;2;1.0;-336581.69574077544;9134.789445261204;0
491;501;B501;137.43048085753344;4;3.0;3;2;1.0;-336587.27834894863;9263.545356890409;0
492;502;B502;63.83100091339602;4;3.0;3;2;1.0;-336599.11533325294;8990.829855331413;0
493;503;B503;100.89317536447663;3;3.0;3;2;1.0;-336525.8808670108;9098.31141360528;0
494;504;B504;100.8552112093089;3;3.0;3;2;1.0;-336527.1585567003;9106.870786824085;0
495;505;B505;91.91563856300894;4;3.0;3;2;1.0;-336632.95474817534;9132.480267298457;0
496;506;B506;42.71850471503819;4;3.0;3;2;1.0;-336622.7810825822;9038.074130958805;0
497;507;B507;23.567928641615698;4;3.0;3;2;1.0;-336941.9270873252;8810.964879504358;0
498;508;B508;128.45968273615557;4;3.0;3;2;1.0;-336809.44223245926;8810.357210995937;0
499;509;B509;115.90869784010746;4;3.0;3;2;1.0;-336789.1306813512;8538.92127867322;0
500;510;B510;75.03746339825737;3;3.0;3;2;1.0;-336643.39295566734;8868.603870327077;0
501;511;B511;191.51542976481275;4;3.0;3;2;1.0;-336784.1346961226;8510.4513283708;0
502;512;B512;256.3900430414285;4;3.0;3;2;1.0;-336504.31445900345;8575.62013378292;0
503;513;B513;98.18496316824539;4;3.0;3;2;1.0;-336792.38786367787;8726.49673718808;0
504;514;B514;124.79781094805617;4;3.0;3;2;1.0;-336833.0929131159;8796.253898768342;0
505;515;B515;22.143851267582633;2;3.0;3;2;1.0;-336647.40294515877;8867.354314432185;0
506;516;B516;34.629510370852536;3;3.0;3;2;1.0;-336836.86019786395;8808.137070651394;0
507;517;B517;82.99967345956541;2;3.0;3;2;1.0;-336810.46491304535;8551.022687227847;0
508;518;B518;69.78112037992705;4;3.0;3;2;1.0;-336825.22415201855;8887.433011570021;0
509;519;B519;137.97401752605418;4;3.0;3;2;1.0;-336951.3076726333;8880.78117582158;0
510;520;B520;12.987208547968367;4;3.0;3;2;1.0;-336705.702165705;8886.051923368845;0
511;521;B521;42.59869707605428;4;3.0;3;2;1.0;-336879.0078861533;8832.462278501798;0
512;522;B522;15.981880696671217;4;3.0;3;2;1.0;-336801.4255257259;8864.13661194536;0
513;523;B523;70.48456914453432;4;3.0;3;2;1.0;-336866.2367611086;8861.57479186143;0
514;524;B524;72.37187012752528;3;3.0;3;2;1.0;-336621.1028293923;8881.319397269852;0
515;525;B525;160.10550083130371;4;3.0;3;2;1.0;-336746.44670415734;8835.170307121467;0
516;526;B526;170.2640876686072;4;3.0;3;2;1.0;-336773.91490327846;8819.76944644866;0
517;527;B527;55.425073349002176;3;3.0;3;2;1.0;-336810.8968236287;8832.290877946942;0
518;528;B528;114.27258915529474;4;3.0;3;2;1.0;-336862.9075695709;8834.442667652113;0
519;529;B529;50.71664055425039;4;3.0;3;2;1.0;-336696.05797331675;8859.616686826315;0
520;530;B530;91.04971758950717;4;3.0;3;2;1.0;-336821.400639429;8876.985328306091;0
521;531;B531;120.34174327037447;4;3.0;3;2;1.0;-336949.6110924853;8843.288264796513;0
522;532;B532;82.36120246266097;4;3.0;3;2;1.0;-336761.5148051297;8587.727299778137;0
523;533;B533;28.554345426113343;4;3.0;3;2;1.0;-336715.8456595388;8885.56742293686;0
524;534;B534;45.37886961512912;3;3.0;3;2;1.0;-336846.01796768943;8864.984488424518;0
525;535;B535;50.31345186923616;4;3.0;3;2;1.0;-336775.75593889033;8873.496162779047;0
526;536;B536;123.33659752775114;4;3.0;3;2;1.0;-336902.14440109045;8852.463877217071;0
527;537;B537;27.14114795655998;4;3.0;3;2;1.0;-336901.6060419814;8862.090108029557;0
528;538;B538;148.69254832772518;4;3.0;3;2;1.0;-336706.4468858616;8869.04086316897;0
529;539;B539;111.29716370497928;4;3.0;3;2;1.0;-336847.8018023383;8873.621159703964;0
530;540;B540;19.726361468820055;4;3.0;3;2;1.0;-336851.7301598221;8861.647316397968;0
531;541;B541;39.75904990956678;4;3.0;3;2;1.0;-336743.5176680679;8847.711602752735;0
532;542;B542;36.08720236596355;2;3.0;3;2;1.0;-336809.95805084304;8824.718747687508;0
533;543;B543;634.9089153012081;4;3.0;3;2;1.0;-336750.8458860029;8878.339228011504;0
534;544;B544;36.53017351268977;2;3.0;3;2;1.0;-336815.47336950584;8823.63582821401;0
535;545;B545;647.7122075024993;4;3.0;3;2;1.0;-336812.2643690234;8536.647200684482;0
536;546;B546;80.61432119055885;4;3.0;3;2;1.0;-336677.1819518841;8873.544506555972;0
537;547;B547;14.20329298860296;4;3.0;3;2;1.0;-336980.76558239065;8870.103441320853;0
538;548;B548;55.89277853914688;4;3.0;3;2;1.0;-336795.21688197146;8794.77404672755;0
539;549;B549;31.393297376997907;4;3.0;3;2;1.0;-336637.4812906324;8882.389374600634;0
540;550;B550;68.46094449347731;4;3.0;3;2;1.0;-336773.5254569925;8832.84974964749;0
541;551;B551;47.80984224111319;4;3.0;3;2;1.0;-336885.225299513;8855.412300740534;0
542;552;B552;137.06629097610852;4;3.0;3;2;1.0;-336961.43737971346;8850.445615469369;0
543;553;B553;45.06352646115691;4;3.0;3;2;1.0;-336942.5477144807;8885.627544540688;0
544;554;B554;36.9700098979354;4;3.0;3;2;1.0;-336855.4048378699;8829.1299402526;0
545;556;B556;80.05663956657037;4;3.0;3;2;1.0;-336807.79110126;8886.492842202297;0
546;557;B557;99.4546510697965;4;3.0;3;2;1.0;-336559.80774164957;8605.010688014832;0
547;558;B558;72.66289943482312;4;3.0;3;2;1.0;-336627.45179735526;8876.169995308486;0
548;559;B559;18.56367862081554;3;3.0;3;2;1.0;-336837.73007996246;8812.426567727807;0
549;560;B560;57.63572697345551;4;3.0;3;2;1.0;-336890.0518069516;8844.4838421449;0
550;561;B561;50.59058620204086;4;3.0;3;2;1.0;-336708.05280331353;8895.405513074833;0
551;562;B562;24.53659534156841;2;3.0;3;2;1.0;-336816.52424366336;8828.93477396222;0
552;563;B563;88.87864689315737;4;3.0;3;2;1.0;-336651.3458361054;8875.253010441973;0
553;564;B564;153.11812322298036;4;3.0;3;2;1.0;-336799.37792452046;8783.502033600893;0
554;565;B565;51.70341088926072;4;3.0;3;2;1.0;-336669.3747496018;8870.227577131214;0
555;566;B566;32.41518725925558;3;3.0;3;2;1.0;-336615.2320935075;8879.964842158784;0
556;567;B567;34.06444918859448;4;3.0;3;2;1.0;-336948.03027169674;8855.530273526148;0
557;568;B568;132.83516963187097;4;3.0;3;2;1.0;-336874.610329602;8870.225380406142;0
558;569;B569;15.981629507519337;3;3.0;3;2;1.0;-336895.6755971473;9141.536511440769;0
559;570;B570;160.21843629131482;4;3.0;3;2;1.0;-336896.9169167521;9155.9808890781;0
560;571;B571;185.00975433225227;4;3.0;3;2;1.0;-336724.5911041552;9188.36554510648;0
561;572;B572;19.392634084936518;4;3.0;3;2;1.0;-336699.57826548896;9183.27206110549;0
562;573;B573;19.236743404732852;4;3.0;3;2;1.0;-336889.4654025143;9187.499818977794;0
563;574;B574;94.69723165109085;4;3.0;3;2;1.0;-336898.22951354587;9173.897295381772;0
564;575;B575;404.3859868506802;4;3.0;3;2;1.0;-336784.2063038702;9150.084399090887;0
565;576;B576;113.91217688695949;3;3.0;3;2;1.0;-336650.8506553514;9161.493620550918;0
566;577;B577;24.16075425379419;2;3.0;3;2;1.0;-336798.00094457524;9002.385181016882;0
567;578;B578;527.0705456526443;4;3.0;3;2;1.0;-336674.52611106576;9119.004792353677;0
568;579;B579;180.8620781653742;2;3.0;3;2;1.0;-336936.68491466757;9067.683795550793;0
569;580;B580;15.94478661945532;4;3.0;3;2;1.0;-336804.9332619328;9235.299717301523;0
570;581;B581;15.442705818225498;2;3.0;3;2;1.0;-336631.737972086;8946.76740463926;0
571;783;B783;83.0365727268408;3;3.0;3;2;1.0;-336809.85849746375;8979.530273375809;0
572;582;B582;120.03022691175012;3;3.0;3;2;1.0;-336832.08777576534;9159.568503629213;0
573;583;B583;54.06069686460219;3;3.0;3;2;1.0;-336979.794577939;8897.356268564121;0
574;584;B584;6.033075041683112;2;3.0;3;2;1.0;-336905.78434711706;9016.013189950745;0
575;585;B585;41.86350051948943;2;3.0;3;2;1.0;-336957.97465631366;9077.970879409822;0
576;586;B586;68.03861088061056;4;3.0;3;2;1.0;-336951.9308935967;9093.631965996177;0
577;587;B587;9.006168566414393;4;3.0;3;2;1.0;-336782.76919724874;9108.414869424552;0
578;588;B588;217.25214063343168;4;3.0;3;2;1.0;-336870.6305031538;9077.950363354234;0
